2014-11-30 07:26:00,376.18
2014-11-30 07:33:48,376.35
2014-11-30 07:34:02,376.35
2014-11-30 07:34:16,376.35
2014-11-30 07:34:29,374.57
2014-11-30 07:34:43,374.57
2014-11-30 07:34:55,374.53
2014-11-30 07:35:08,374.57
2014-11-30 07:35:21,374.57
2014-11-30 07:35:35,374.57
2014-11-30 07:35:49,374.57
2014-11-30 07:36:03,376.01
2014-11-30 07:36:17,376.01
2014-11-30 07:36:30,376.33
2014-11-30 07:36:44,376.29
2014-11-30 07:36:45,376.33
2014-11-30 07:36:57,376.33
2014-11-30 07:37:11,376.33
2014-11-30 07:37:24,376.33
2014-11-30 07:37:37,376.33
2014-11-30 07:37:52,376.33
2014-11-30 07:39:01,374.54
2014-11-30 07:39:08,374.54
2014-11-30 07:39:17,374.54
2014-11-30 07:39:25,374.54
2014-11-30 07:39:32,374.54
2014-11-30 07:39:39,374.54
2014-11-30 07:41:57,376.32
2014-11-30 07:42:04,376.32
2014-11-30 07:42:12,376.32
2014-11-30 07:42:22,375.04
2014-11-30 07:42:30,375.04
2014-11-30 07:42:38,375.04
2014-11-30 07:42:45,375.04
2014-11-30 07:42:54,375.00
2014-11-30 07:43:02,375.04
2014-11-30 07:43:04,375.04
2014-11-30 07:43:09,375.04
2014-11-30 07:43:10,375.04
2014-11-30 07:43:16,375.04
2014-11-30 07:43:17,375.04
2014-11-30 07:43:23,375.04
2014-11-30 07:43:26,375.04
2014-11-30 07:43:31,375.00
2014-11-30 07:43:39,375.04
2014-11-30 07:43:46,376.19
2014-11-30 07:43:53,376.19
2014-11-30 07:44:03,376.19
2014-11-30 07:44:11,376.19
2014-11-30 07:44:15,376.19
2014-11-30 07:44:20,376.19
2014-11-30 07:44:25,376.19
2014-11-30 07:44:30,374.57
2014-11-30 07:44:36,374.61
2014-11-30 07:44:41,374.61
2014-11-30 07:44:46,374.61
2014-11-30 07:44:52,374.61
2014-11-30 07:44:57,374.61
2014-11-30 07:45:02,374.61
2014-11-30 07:45:09,374.61
2014-11-30 07:45:15,374.61
2014-11-30 07:45:20,374.61
2014-11-30 07:45:25,376.15
2014-11-30 07:45:31,376.15
2014-11-30 07:45:37,376.15
2014-11-30 07:45:43,376.15
2014-11-30 07:45:49,376.15
2014-11-30 07:45:54,376.11
2014-11-30 07:46:00,376.15
2014-11-30 07:46:08,376.15
2014-11-30 07:46:14,376.15
2014-11-30 07:46:22,376.15
2014-11-30 07:46:28,376.15
2014-11-30 07:46:41,376.15
2014-11-30 07:46:55,376.15
2014-11-30 07:47:08,374.59
2014-11-30 07:47:22,374.59
2014-11-30 07:47:35,374.59
2014-11-30 07:47:49,374.55
2014-11-30 07:48:00,374.59
2014-11-30 07:48:15,374.59
2014-11-30 07:48:27,374.59
2014-11-30 07:48:41,374.55
2014-11-30 07:48:53,374.55
2014-11-30 07:49:07,374.55
2014-11-30 07:49:20,374.55
2014-11-30 07:49:32,374.56
2014-11-30 07:49:45,374.56
2014-11-30 07:49:59,374.52
2014-11-30 07:50:04,374.56
2014-11-30 07:50:09,374.56
2014-11-30 07:50:15,374.56
2014-11-30 07:50:20,374.56
2014-11-30 07:50:25,374.56
2014-11-30 07:50:30,374.56
2014-11-30 07:50:36,374.56
2014-11-30 07:50:42,374.56
2014-11-30 07:50:47,374.54
2014-11-30 07:50:53,374.54
2014-11-30 07:50:59,374.54
2014-11-30 07:51:04,374.50
2014-11-30 07:51:08,374.54
2014-11-30 07:51:13,374.54
2014-11-30 07:51:19,374.54
2014-11-30 07:51:24,374.54
2014-11-30 07:51:29,374.50
2014-11-30 07:51:35,374.50
2014-11-30 07:51:40,374.54
2014-11-30 07:51:45,374.54
2014-11-30 07:51:49,374.54
2014-11-30 07:51:54,374.54
2014-11-30 07:52:00,374.54
2014-11-30 07:52:06,374.54
2014-11-30 07:52:12,374.54
2014-11-30 07:52:18,374.54
2014-11-30 07:52:25,374.54
2014-11-30 07:52:31,374.54
2014-11-30 07:52:36,374.54
2014-11-30 07:52:40,374.54
2014-11-30 07:52:46,374.54
2014-11-30 07:52:51,374.54
2014-11-30 07:52:57,374.54
2014-11-30 07:53:03,374.50
2014-11-30 07:53:09,374.54
2014-11-30 07:53:15,374.54
2014-11-30 07:53:22,374.50
2014-11-30 07:53:27,374.54
2014-11-30 07:53:32,374.54
2014-11-30 07:53:38,374.54
2014-11-30 07:53:43,374.54
2014-11-30 07:53:47,374.54
2014-11-30 07:53:52,374.54
2014-11-30 07:53:58,374.54
2014-11-30 07:54:03,374.54
2014-11-30 07:54:08,374.54
2014-11-30 07:54:14,374.54
2014-11-30 07:54:20,374.54
2014-11-30 07:54:25,374.50
2014-11-30 07:54:31,374.54
2014-11-30 07:54:36,374.54
2014-11-30 07:54:41,374.54
2014-11-30 07:54:48,374.54
2014-11-30 07:54:54,374.54
2014-11-30 07:54:58,374.54
2014-11-30 07:55:03,374.54
2014-11-30 07:55:08,374.54
2014-11-30 07:55:15,374.54
2014-11-30 07:55:20,374.54
2014-11-30 07:55:25,374.54
2014-11-30 07:55:31,374.54
2014-11-30 07:55:36,374.54
2014-11-30 07:55:43,374.54
2014-11-30 07:55:48,374.50
2014-11-30 07:55:53,374.54
2014-11-30 07:56:00,374.54
2014-11-30 07:56:05,374.54
2014-11-30 07:56:10,374.54
2014-11-30 07:56:15,374.54
2014-11-30 07:56:20,374.54
2014-11-30 07:56:25,374.54
2014-11-30 07:56:31,374.54
2014-11-30 07:56:37,374.54
2014-11-30 07:56:42,374.54
2014-11-30 07:56:46,374.54
2014-11-30 07:56:52,374.54
2014-11-30 07:56:58,374.54
2014-11-30 07:57:03,374.54
2014-11-30 07:57:08,374.54
2014-11-30 07:57:14,374.54
2014-11-30 07:57:20,374.50
2014-11-30 07:57:25,375.85
2014-11-30 07:57:32,375.85
2014-11-30 07:57:36,375.81
2014-11-30 07:57:42,375.85
2014-11-30 07:57:48,375.85
2014-11-30 07:57:54,375.85
2014-11-30 07:57:58,375.85
2014-11-30 07:58:04,375.85
2014-11-30 07:58:12,375.85
2014-11-30 07:58:17,375.81
2014-11-30 07:58:22,375.85
2014-11-30 07:58:27,375.85
2014-11-30 07:58:32,375.85
2014-11-30 07:58:37,375.85
2014-11-30 07:58:43,375.85
2014-11-30 07:58:48,375.85
2014-11-30 07:58:53,374.64
2014-11-30 07:59:00,374.64
2014-11-30 07:59:07,374.64
2014-11-30 07:59:13,374.64
2014-11-30 07:59:19,374.64
2014-11-30 07:59:25,374.64
2014-11-30 07:59:30,374.64
2014-11-30 07:59:35,374.64
2014-11-30 07:59:40,374.64
2014-11-30 07:59:46,374.64
2014-11-30 07:59:52,374.64
2014-11-30 07:59:56,374.64
2014-11-30 08:00:02,374.60
2014-11-30 08:00:08,374.64
2014-11-30 08:00:14,374.64
2014-11-30 08:00:20,374.64
2014-11-30 08:00:25,374.64
2014-11-30 08:00:31,374.64
2014-11-30 08:00:38,374.64
2014-11-30 08:00:44,374.64
2014-11-30 08:00:48,375.84
2014-11-30 08:00:55,375.84
2014-11-30 08:01:04,375.84
2014-11-30 08:01:09,375.84
2014-11-30 08:01:18,375.84
2014-11-30 08:01:26,375.84
2014-11-30 08:01:31,375.84
